time_s,phase_deg
1.069999999999999929e+01,-6.584617248617547602e+00
1.080000000000000071e+01,-6.496332220549831504e+00
1.090000000000000036e+01,-6.399290810274564478e+00
1.100000000000000000e+01,-6.192536154237956225e+00
1.109999999999999964e+01,-6.014672667473263346e+00
1.119999999999999929e+01,-5.870753482585669758e+00
1.130000000000000071e+01,-5.695233255319891441e+00
1.140000000000000036e+01,-5.612929900708920172e+00
1.150000000000000000e+01,-5.442290336331282674e+00
1.159999999999999964e+01,-5.246785650758724273e+00
1.169999999999999929e+01,-5.218773492436724837e+00
1.180000000000000071e+01,-4.946190208841272806e+00
1.190000000000000036e+01,-4.888946633347586612e+00
1.200000000000000000e+01,-4.598978336513198428e+00
1.209999999999999964e+01,-4.498286295329918971e+00
1.219999999999999929e+01,-4.363732546510732391e+00
1.230000000000000071e+01,-4.211885684995138490e+00
1.240000000000000036e+01,-4.076735772189408635e+00
1.250000000000000000e+01,-3.876435403552633829e+00
1.259999999999999964e+01,-3.740937453367337184e+00
1.269999999999999929e+01,-3.634228931528667772e+00
1.280000000000000071e+01,-3.458757160796167796e+00
1.290000000000000036e+01,-3.308333824369768195e+00
1.300000000000000000e+01,-3.151370980857436166e+00
1.309999999999999964e+01,-2.938418769841945277e+00
1.319999999999999929e+01,-2.861783382645626261e+00
1.330000000000000071e+01,-2.692213103706137645e+00
1.340000000000000036e+01,-2.601174883209182553e+00
1.350000000000000000e+01,-2.476838172178972286e+00
1.359999999999999964e+01,-2.239318018614682160e+00
1.369999999999999929e+01,-2.170922677909658205e+00
1.380000000000000071e+01,-1.992024534566283478e+00
1.390000000000000036e+01,-1.814818231068528576e+00
1.400000000000000000e+01,-1.691982874484551758e+00
1.409999999999999964e+01,-1.523154242819032334e+00
1.419999999999999929e+01,-1.453408301677896475e+00
1.430000000000000071e+01,-1.310325413742859268e+00
1.440000000000000036e+01,-1.399990576873932469e+00
1.450000000000000000e+01,-8.940447695194251310e-01
1.459999999999999964e+01,-7.253333468481315549e-01
1.469999999999999929e+01,-5.363176127478226363e-01
1.480000000000000071e+01,-4.195689066026773162e-01
1.490000000000000036e+01,-3.090448319652523423e-01
1.500000000000000000e+01,-1.437577664160727409e-01
1.509999999999999964e+01,-5.999977759097419039e-02
1.519999999999999929e+01,1.860133954823055547e-01
1.530000000000000071e+01,2.648906255711551694e-01
1.540000000000000036e+01,3.744755058902313749e-01
1.550000000000000000e+01,6.362795959512652644e-01
1.559999999999999964e+01,7.452615133919238133e-01
1.569999999999999929e+01,9.942679487171375285e-01
1.580000000000000071e+01,1.064909473669885642e+00
1.590000000000000036e+01,1.286882526875004373e+00
1.600000000000000000e+01,1.445764876294774126e+00
1.610000000000000142e+01,1.541505203200600249e+00
1.619999999999999929e+01,1.652655841697892924e+00
1.630000000000000071e+01,1.750251666465558742e+00
1.639999999999999858e+01,1.715651052704899371e+00
1.650000000000000000e+01,1.860716327120229607e+00
1.660000000000000142e+01,2.239100089172822550e+00
1.669999999999999929e+01,2.344559168222176027e+00
1.680000000000000071e+01,2.621206301055337917e+00
1.689999999999999858e+01,2.692395929260968046e+00
1.700000000000000000e+01,2.924311648534029473e+00
1.710000000000000142e+01,3.050253157471338739e+00
1.719999999999999929e+01,3.252819288321866509e+00
1.730000000000000071e+01,3.331116180995465470e+00
1.739999999999999858e+01,3.435528762402121572e+00
1.750000000000000000e+01,3.639141142999605449e+00
1.760000000000000142e+01,3.780064616723507243e+00
1.769999999999999929e+01,3.979616691742926093e+00
1.780000000000000071e+01,4.087862152134327687e+00
1.789999999999999858e+01,4.270056828453512310e+00
1.800000000000000000e+01,4.394393607763255716e+00
1.810000000000000142e+01,4.500650818952287580e+00
1.819999999999999929e+01,4.724638801849700087e+00
1.830000000000000071e+01,4.889911699569502446e+00
1.839999999999999858e+01,5.111556069102611843e+00
1.850000000000000000e+01,5.253322465427551435e+00
1.860000000000000142e+01,5.346744711947359008e+00
1.869999999999999929e+01,5.505750742969233613e+00
1.880000000000000071e+01,5.725129261237597689e+00
1.889999999999999858e+01,5.776330908996783364e+00
1.900000000000000000e+01,5.970730789639247860e+00
1.910000000000000142e+01,6.172928673724101145e+00
1.919999999999999929e+01,6.306954503072020657e+00
1.930000000000000071e+01,6.363024303604170484e+00
1.939999999999999858e+01,6.585241142370087175e+00
1.950000000000000000e+01,6.696839873472427485e+00
1.960000000000000142e+01,6.760266757906627788e+00
1.969999999999999929e+01,7.033726345310796546e+00
1.980000000000000071e+01,7.151642061439368092e+00
1.989999999999999858e+01,7.309542743117390273e+00
2.000000000000000000e+01,7.492868426456560371e+00
2.010000000000000142e+01,7.619969027718944687e+00
2.019999999999999929e+01,7.849987690674950613e+00
2.030000000000000071e+01,7.983731900801238623e+00
2.039999999999999858e+01,8.032378039905339051e+00
2.050000000000000000e+01,7.729757367758082864e+00
2.060000000000000142e+01,8.337413560992871453e+00
2.069999999999999929e+01,8.558643071268221547e+00
2.080000000000000071e+01,8.728636786144633675e+00
2.089999999999999858e+01,8.857292251516767578e+00
2.100000000000000000e+01,9.100747518897073007e+00
2.110000000000000142e+01,9.232791284781583840e+00
2.119999999999999929e+01,9.377595227613987561e+00
2.130000000000000071e+01,9.492863139931472460e+00
2.139999999999999858e+01,9.738669805088726150e+00
2.150000000000000000e+01,9.848005729729848667e+00
2.160000000000000142e+01,9.899956628095402777e+00
2.169999999999999929e+01,1.010969334923536422e+01
2.180000000000000071e+01,1.018744670983411993e+01
2.189999999999999858e+01,1.039818077708418542e+01
2.200000000000000000e+01,1.054136902190631275e+01
2.210000000000000142e+01,1.070199154007404019e+01
2.219999999999999929e+01,1.092465253438562911e+01
2.230000000000000071e+01,1.099400043388703807e+01
2.239999999999999858e+01,1.113732875059783112e+01
2.250000000000000000e+01,1.123065899901337872e+01
2.260000000000000142e+01,1.154972537181376424e+01
2.269999999999999929e+01,1.163451804152274605e+01
2.280000000000000071e+01,1.181740623962178205e+01
2.289999999999999858e+01,1.194340215445475195e+01
2.300000000000000000e+01,1.212443179717015340e+01
2.310000000000000142e+01,1.232133319321220455e+01
