time_s,phase_deg
1.769999999999999929e+01,8.878752722619504993e+02
1.780000000000000071e+01,1.013476472896152814e+03
1.789999999999999858e+01,1.141606819725621563e+03
1.800000000000000000e+01,1.273587088569856405e+03
1.810000000000000142e+01,1.405850653717267051e+03
1.819999999999999929e+01,1.538418334332110135e+03
1.830000000000000071e+01,1.672953332874028547e+03
1.839999999999999858e+01,1.809637245960302835e+03
1.850000000000000000e+01,1.950084518225703505e+03
1.860000000000000142e+01,2.093369715423356411e+03
1.869999999999999929e+01,2.236977410045566103e+03
1.880000000000000071e+01,2.383799730705884485e+03
1.889999999999999858e+01,2.532035493178739671e+03
1.900000000000000000e+01,2.681005085574713576e+03
1.910000000000000142e+01,2.833000660884610625e+03
1.919999999999999929e+01,2.986616449785977238e+03
1.930000000000000071e+01,3.141299473492778816e+03
1.939999999999999858e+01,3.298798534407266743e+03
1.950000000000000000e+01,3.457731965527356351e+03
1.960000000000000142e+01,3.619300490813062424e+03
1.969999999999999929e+01,3.782340922452214727e+03
1.980000000000000071e+01,3.943587945943304476e+03
1.989999999999999858e+01,4.108518427955939842e+03
2.000000000000000000e+01,4.272432599329189543e+03
2.010000000000000142e+01,4.440587843724541017e+03
2.019999999999999929e+01,4.609100193681148085e+03
2.030000000000000071e+01,4.782007260941920322e+03
2.039999999999999858e+01,4.954145789847144442e+03
2.050000000000000000e+01,5.128546993175139505e+03
2.060000000000000142e+01,5.304742160809830239e+03
2.069999999999999929e+01,5.482302544696456607e+03
2.080000000000000071e+01,5.302436428615536897e+03
2.089999999999999858e+01,5.480870216650519069e+03
2.100000000000000000e+01,5.301440467420085042e+03
2.110000000000000142e+01,5.123068495747964334e+03
2.119999999999999929e+01,4.945330944874129273e+03
2.130000000000000071e+01,4.771424690603829731e+03
2.139999999999999858e+01,4.597423690696681660e+03
2.150000000000000000e+01,4.425842137117546372e+03
2.160000000000000142e+01,4.255856719242448889e+03
2.169999999999999929e+01,4.086328763546449409e+03
2.180000000000000071e+01,3.920349595180961387e+03
2.189999999999999858e+01,3.755650461443437962e+03
2.200000000000000000e+01,3.592391533455203898e+03
2.210000000000000142e+01,3.432839304585194441e+03
2.219999999999999929e+01,3.273681797968543833e+03
2.230000000000000071e+01,3.114296710638919194e+03
2.239999999999999858e+01,2.956397169404747729e+03
2.250000000000000000e+01,2.799449495888157799e+03
2.260000000000000142e+01,2.646461446137015173e+03
2.269999999999999929e+01,2.495127728923845098e+03
2.280000000000000071e+01,2.345627657890683622e+03
2.289999999999999858e+01,2.196444029370258249e+03
2.300000000000000000e+01,2.048143722297440945e+03
2.310000000000000142e+01,1.900863204000702353e+03
2.319999999999999929e+01,1.756771338483334603e+03
2.330000000000000071e+01,1.613402902699914193e+03
2.339999999999999858e+01,1.469619350191264402e+03
2.350000000000000000e+01,1.329277438103340046e+03
2.360000000000000142e+01,1.191718355071923497e+03
2.369999999999999929e+01,1.053329045910683362e+03
2.380000000000000071e+01,9.184424675340849262e+02
2.389999999999999858e+01,7.853609646229338068e+02
2.400000000000000000e+01,6.526523916949620343e+02
2.410000000000000142e+01,5.211083419245330788e+02
2.419999999999999929e+01,3.927356854496679262e+02
2.430000000000000071e+01,2.631429166809305116e+02
2.439999999999999858e+01,1.328412416300323002e+02
2.450000000000000000e+01,8.314137141482433435e+00
2.460000000000000142e+01,-1.158839065609413410e+02
2.469999999999999929e+01,-2.390116382205396803e+02
2.480000000000000071e+01,-3.603047277726632274e+02
2.489999999999999858e+01,-4.799418724781562560e+02
2.500000000000000000e+01,-5.970623563839831149e+02
2.510000000000000142e+01,-7.168403059406491593e+02
2.519999999999999929e+01,-8.341017123017031736e+02
2.530000000000000071e+01,-9.529337307782852804e+02
2.539999999999999858e+01,-1.068171142384549057e+03
2.550000000000000000e+01,-1.183612747548233983e+03
2.560000000000000142e+01,-1.297442051582946533e+03
2.569999999999999929e+01,-1.407652938819194787e+03
2.580000000000000071e+01,-1.517496050958298383e+03
2.589999999999999858e+01,-1.623574375452306413e+03
2.600000000000000000e+01,-1.730108337940229376e+03
2.610000000000000142e+01,-1.831768766720817439e+03
2.619999999999999929e+01,-1.929417402619053064e+03
2.630000000000000071e+01,-2.029445908645335749e+03
2.639999999999999858e+01,-2.126638598145811102e+03
2.650000000000000000e+01,-2.223404764680660264e+03
2.660000000000000142e+01,-2.315545346322848218e+03
2.669999999999999929e+01,-2.410997877965083717e+03
2.680000000000000071e+01,-2.507053128208895032e+03
2.689999999999999858e+01,-2.595642262066607145e+03
2.700000000000000000e+01,-2.685321422811151933e+03
2.710000000000000142e+01,-2.769086215896692011e+03
2.719999999999999929e+01,-2.850754714337116638e+03
2.730000000000000071e+01,-2.932661020206266585e+03
2.739999999999999858e+01,-3.012049472175960545e+03
2.750000000000000000e+01,-3.092926372960995650e+03
2.760000000000000142e+01,-3.169705925675282742e+03
2.769999999999999929e+01,-3.246458973530745425e+03
2.780000000000000071e+01,-3.320628807160238466e+03
2.789999999999999858e+01,-3.395224680730837463e+03
2.800000000000000000e+01,-3.467176050601391580e+03
2.810000000000000142e+01,-3.533751575985335876e+03
2.819999999999999929e+01,-3.598760014204809522e+03
2.830000000000000071e+01,-3.662807456301185994e+03
2.839999999999999858e+01,-3.725496684244940298e+03
2.850000000000000000e+01,-3.784702759679681549e+03
2.860000000000000142e+01,-3.842985019508923870e+03
2.869999999999999929e+01,-3.900032785879177027e+03
2.880000000000000071e+01,-3.956234690651338497e+03
2.889999999999999858e+01,-4.012980524827302361e+03
2.900000000000000000e+01,-4.063024654323391587e+03
2.910000000000000142e+01,-4.114303246968396707e+03
2.919999999999999929e+01,-4.163026577508796436e+03
2.930000000000000071e+01,-4.208535364585069146e+03
2.939999999999999858e+01,-4.252499777720453494e+03
2.950000000000000000e+01,-4.294598494288169604e+03
2.960000000000000142e+01,-4.332240942376167368e+03
2.969999999999999929e+01,-4.370345119574960336e+03
2.980000000000000071e+01,-4.403003520224402564e+03
2.989999999999999858e+01,-4.435598339551429490e+03
